ip,port,tls,delay_ms,speed_kbs,colo,cf_location,isp,asn,tested_at,channel,fail_count
154.44.31.146,28192,true,158,5079,SJC,北美洲 · 美国圣何塞,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.90.10.50,27515,true,656,5078,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.246,15025,true,2,5076,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
154.44.31.179,22962,true,639,5075,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.157,15003,true,907,5068,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.113,15003,true,938,5063,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.73,15003,true,1000,5062,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.44.31.36,37302,true,162,5061,DFW,北美洲 · Dallas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.120.95,15003,true,969,5058,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.14,15003,true,907,5058,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.90.10.179,11485,true,733,5058,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.37.218.126,42935,true,1030,5057,LAS,北美洲 · Las Vegas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.113,15003,true,1014,5054,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.64.250.28,42935,true,153,5054,LAS,北美洲 · Las Vegas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
154.64.250.28,44028,true,165,5050,DFW,北美洲 · Dallas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.120.91,15003,true,984,5049,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
38.246.232.192,58663,true,500,5047,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.40.50.192,35622,true,530,5047,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.65,15003,true,921,5046,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.44.31.112,58663,true,639,5045,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.112,15003,true,920,5045,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.9.224.131,10475,true,545,5045,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.44.1.165,58399,true,984,5044,GRU,南美 · 巴西圣保罗,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.90.10.71,13567,true,625,5041,DFW,北美洲 · Dallas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.90.10.179,44028,true,703,5040,SJC,北美洲 · 美国圣何塞,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.37.218.126,44028,true,160,5037,DFW,北美洲 · Dallas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.117.67,15025,true,1,5036,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
38.246.232.192,27515,true,469,5034,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.93,15025,true,0,5032,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
154.64.250.52,28771,true,984,5032,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.90.9.96,37302,true,1139,5030,SJC,北美洲 · 美国圣何塞,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.64.250.247,41455,true,610,5030,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.44.31.146,28771,true,640,5030,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.90.9.96,10948,true,640,5028,LAS,北美洲 · Las Vegas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.90.10.179,22962,true,625,5027,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.97,15025,true,0,5026,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.117.172,15025,true,1,5025,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.90.9.96,41455,true,625,5024,SJC,北美洲 · 美国圣何塞,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
38.58.58.202,58663,true,530,5023,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.44.0.70,62141,true,546,5022,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.121,15003,true,984,5016,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.90.10.113,47346,true,625,5016,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.90.10.71,52808,true,609,5012,SJC,北美洲 · 美国圣何塞,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.82,15003,true,953,5011,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
23.144.68.24,50213,true,1203,5008,BKK,亚太 · 曼谷,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.38,15025,true,1,5006,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.117.15,15025,true,1,5004,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
154.44.31.179,42935,true,625,5003,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.81.116.126,11485,true,953,5002,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
38.246.248.19,50792,true,703,5001,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.36.163.201,52840,true,438,5001,BKK,亚太 · 曼谷,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
38.246.248.19,11485,true,625,5001,LAS,北美洲 · Las Vegas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.37.208.92,58448,true,1063,4998,NRT,亚太 · 日本东京,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.36.163.201,37302,true,703,4996,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.64.250.10,57708,true,639,4994,DFW,北美洲 · Dallas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.90.10.164,52808,true,639,4990,LAS,北美洲 · Las Vegas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.250,15003,true,937,4989,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.90.10.138,37302,true,639,4986,LAS,北美洲 · Las Vegas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.90.10.192,59613,true,625,4986,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.102,15003,true,938,4979,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.65,15003,true,922,4979,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
38.246.232.248,38176,true,1188,4978,KUL,亚太 · 马来西亚吉隆坡,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.128,15003,true,922,4978,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
38.246.232.192,58424,true,500,4974,DFW,北美洲 · Dallas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.90.10.179,59613,true,625,4974,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.51,15003,true,983,4972,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.225,15003,true,937,4970,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.64.250.52,22962,true,640,4968,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.90.10.50,52808,true,640,4965,LAS,北美洲 · Las Vegas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.36.163.201,10948,true,640,4963,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.169,15025,true,1,4962,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
154.44.31.112,10948,true,656,4959,DFW,北美洲 · Dallas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.36.163.127,59613,true,163,4958,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.117.126,15025,true,9,4950,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
154.44.31.146,10948,true,671,4950,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.156,15003,true,985,4945,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.12,15025,true,0,4943,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
154.37.152.204,35684,true,531,4939,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.90.10.71,58424,true,640,4937,LAS,北美洲 · Las Vegas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.121,15003,true,1406,4935,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.90.10.192,50792,true,1094,4935,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.64,15003,true,921,4930,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.232,15025,true,1,4920,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.117.59,15025,true,1,4916,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.117.33,15025,true,2,4915,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
154.64.250.247,52808,true,163,4915,DFW,北美洲 · Dallas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.117.227,15025,true,1,4914,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.117.219,15025,true,8,4910,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.90.10.192,58663,true,655,4906,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.26,15003,true,1000,4903,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.203,15025,true,1,4887,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
154.44.31.146,44028,true,670,4887,DFW,北美洲 · Dallas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.6,15003,true,937,4883,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.114,15003,true,937,4882,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.64.228.73,20914,true,937,4881,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.44.28.205,52808,true,625,4881,SJC,北美洲 · 美国圣何塞,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.78,15003,true,938,4877,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.90.9.96,59613,true,1156,4876,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.64.250.52,42935,true,828,4872,DFW,北美洲 · Dallas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.44.31.112,13567,true,625,4871,LAS,北美洲 · Las Vegas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.100,15003,true,1016,4867,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.37.218.74,30473,true,161,4867,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.117.197,15025,true,0,4864,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
38.246.232.81,24809,true,890,4864,FRA,欧洲 · 德国法兰克福,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.200,15003,true,983,4859,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.185,15025,true,1,4858,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
154.44.31.146,24809,true,750,4854,FRA,欧洲 · 德国法兰克福,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.36.163.201,50792,true,671,4853,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.64.250.28,24809,true,167,4852,FRA,欧洲 · 德国法兰克福,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
154.37.218.126,28192,true,161,4849,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.117.229,15025,true,2,4844,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
154.37.218.126,27515,true,1187,4843,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.37.218.126,52808,true,625,4843,SJC,北美洲 · 美国圣何塞,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.90.9.96,28771,true,625,4840,DFW,北美洲 · Dallas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.44.1.13,59059,true,0,4835,GRU,南美 · 巴西圣保罗,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.90.10.201,57708,true,670,4834,DFW,北美洲 · Dallas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.16,15003,true,984,4831,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.146,15025,true,1,4821,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.117.58,15025,true,1,4821,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.117.148,15003,true,922,4820,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.217,15025,true,1,4812,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.120.44,15003,true,984,4810,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.60,15025,true,1,4809,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.117.196,15003,true,954,4805,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.44.31.112,37302,true,766,4801,LAS,北美洲 · Las Vegas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.40,15003,true,1000,4799,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.14,15025,true,0,4797,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
38.246.248.19,10948,true,704,4791,LAS,北美洲 · Las Vegas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.36.163.201,24809,true,719,4786,FRA,欧洲 · 德国法兰克福,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.112,15025,true,0,4785,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
154.37.218.126,24809,true,719,4784,FRA,欧洲 · 德国法兰克福,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.12.46.17,444,true,1,4783,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
38.58.58.91,50213,true,1140,4783,BKK,亚太 · 曼谷,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
23.148.204.9,52003,true,19,4783,SJC,北美洲 · 美国圣何塞,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
38.246.232.248,39366,true,1312,4780,BKK,亚太 · 曼谷,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.169,15003,true,952,4767,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.36.163.201,58424,true,640,4761,DFW,北美洲 · Dallas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.221,15003,true,921,4759,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.251,15025,true,1,4742,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
154.64.250.52,37302,true,163,4729,DFW,北美洲 · Dallas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.117.74,15025,true,0,4726,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.117.184,15003,true,890,4721,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.237,15025,true,1,4721,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.90.10.192,27515,true,594,4720,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.90.10.193,39366,true,405,4720,BKK,亚太 · 曼谷,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.1,15003,true,0,4712,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.120.165,15025,true,0,4708,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.117.228,15003,true,921,4707,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.56,15025,true,8,4705,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
154.36.163.201,28192,true,155,4698,DFW,北美洲 · Dallas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.120.103,15025,true,1,4693,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.120.47,15025,true,2,4689,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.117.118,15025,true,1,4688,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.120.50,15025,true,3,4687,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.120.106,15003,true,905,4686,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.147,15025,true,0,4686,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.120.202,15003,true,938,4679,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.164,15003,true,937,4677,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
23.141.204.18,59611,true,937,4675,SJC,北美洲 · 美国圣何塞,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.151,15003,true,906,4673,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.14,15003,true,969,4672,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.29,15003,true,907,4667,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.87,15003,true,1016,4661,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.64.250.28,26950,true,163,4661,TPE,亚太 · 台北,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
154.64.250.52,50792,true,1125,4655,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.174,15003,true,1015,4653,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.158,15003,true,905,4651,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.196,15025,true,6,4649,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
154.12.52.242,443,true,859,4646,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.187,15025,true,1,4640,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.120.119,15025,true,4,4639,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.81.114.210,19802,true,452,4636,SIN,亚太 · 新加坡,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.223,15025,true,1,4633,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.120.144,15025,true,8,4630,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.117.69,15025,true,0,4623,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.120.120,15025,true,3,4619,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.120.125,15003,true,936,4612,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.184,15025,true,13,4607,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.117.51,15003,true,890,4603,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.37.218.126,58424,true,625,4601,SJC,北美洲 · 美国圣何塞,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.90.10.164,41455,true,594,4598,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.120,15003,true,1015,4594,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.230,15025,true,2,4592,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
154.44.31.146,52808,true,609,4591,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.131,15003,true,1000,4586,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.239,15025,true,7,4578,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
38.246.248.19,16045,true,655,4573,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.63,15025,true,1,4572,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.120.197,15025,true,0,4572,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
154.44.31.112,59613,true,639,4567,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.32,15025,true,1,4563,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.120.3,15003,true,1000,4562,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.36.163.127,41455,true,625,4558,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
70.39.195.63,30243,true,20,4550,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.120.138,15025,true,1,4545,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
154.37.152.204,35694,true,577,4542,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.36.163.127,28192,true,151,4539,DFW,北美洲 · Dallas,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.90.9.96,38176,true,312,4532,KUL,亚太 · 马来西亚吉隆坡,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.27,15003,true,952,4511,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.120.26,15025,true,1,4505,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.120.23,15025,true,1,4505,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.117.216,15003,true,921,4500,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.188,15003,true,936,4498,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.82,15025,true,1,4488,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.83.37.149,443,true,171,4484,NRT,亚太 · 日本东京,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.85,15003,true,1000,4483,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.43,15025,true,0,4467,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.120.247,15003,true,936,4460,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.39,15003,true,984,4459,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
154.36.163.127,11485,true,153,4456,LAX,北美洲 · 美国洛杉矶,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.120.136,15025,true,0,4454,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
64.178.120.96,15003,true,1000,4448,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
212.17.237.96,44556,true,655,4448,FRA,欧洲 · 德国法兰克福,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,0
64.178.117.48,15025,true,0,4443,HKG,亚太 · 香港,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
154.44.31.109,39328,true,153,4442,BKK,亚太 · 曼谷,NetLab,AS979,2026-09-06 16:44:44,@danfeng2,1
